Customer ID,Gender,Age,Zip Code,Latitude,Longitude,Tenure in Months,Offer,Internet Type,Avg Monthly GB Download,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Extra Data Charges,Total Revenue,Customer Status
1143-NMNQJ,Female,39,95006,37.171727,-122.142961,2,None,Fiber Optic,6,Yes,Month-to-Month,Bank Withdrawal,85.7,169.8,0,197.94,Churned
1150-FTQGN,Female,35,95962,39.342587,-121.249833,60,Offer B,Fiber Optic,76,Yes,One Year,Bank Withdrawal,94.15,5811.8,0,8694.2,Stayed
1150-WFARN,Female,59,92227,33.03933,-115.191857,67,None,Fiber Optic,28,Yes,Two Year,Credit Card,108.75,7156.2,0,9310.25,Churned
1153-GNOLC,Male,62,92707,33.714829,-117.872941,33,None,DSL,30,Yes,One Year,Bank Withdrawal,39.1,1309,0,1309,Stayed
1154-HYWWO,Male,55,92672,33.429488,-117.609432,38,Offer C,DSL,22,Yes,One Year,Credit Card,70.6,2708.2,0,4313.32,Stayed
1156-ZFYDO,Female,57,91201,34.17051,-118.289463,1,None,,,,Month-to-Month,Bank Withdrawal,19.75,19.75,0,57.37,Joined
1157-BQCUW,Male,59,96028,41.017282,-121.468945,1,Offer E,Fiber Optic,26,Yes,Month-to-Month,Bank Withdrawal,74.95,74.95,0,105.02,Churned
1159-WFSGR,Female,59,91030,34.110444,-118.156957,16,Offer D,,,,Month-to-Month,Bank Withdrawal,20.4,321.4,0,1050.04,Stayed
1162-ECVII,Male,66,93704,36.799648,-119.801247,72,Offer A,Fiber Optic,14,No,Two Year,Bank Withdrawal,109.75,7932.5,140,9421.78,Stayed
1163-ONYEY,Male,61,92384,35.924252,-116.188668,41,Offer B,Cable,20,Yes,Month-to-Month,Credit Card,74.55,3023.55,0,4194.1,Stayed
1163-VIPRI,Female,22,95542,40.057784,-123.679461,65,Offer B,Fiber Optic,47,Yes,Two Year,Bank Withdrawal,109.3,7337.55,0,8198.8,Stayed
1166-PQLGG,Female,58,94065,37.527497,-122.230941,72,None,,,,Two Year,Bank Withdrawal,19.55,1463.45,0,2711.21,Stayed
1167-OYZJF,Female,65,90402,34.035849,-118.503508,67,None,,,,Two Year,Bank Withdrawal,20.05,1263.05,0,4565.37,Stayed
1169-SAOCL,Male,45,95007,37.106902,-122.100006,49,None,Fiber Optic,25,No,One Year,Bank Withdrawal,106.65,5168.1,130,6401.58,Stayed
1169-WCVAK,Male,42,93710,36.822715,-119.761826,19,Offer D,Fiber Optic,20,Yes,Month-to-Month,Credit Card,88.8,1672.35,0,2319.3,Stayed
1170-SASML,Female,33,92240,33.948558,-116.516976,69,Offer A,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,85.4,5869.4,0,8249.21,Stayed
1171-TYKUR,Male,20,90010,34.062125,-118.315709,47,None,,,,Month-to-Month,Bank Withdrawal,25.4,1139.2,0,1612.49,Stayed
1172-VIYBP,Male,54,92234,33.829583,-116.474131,53,None,DSL,57,Yes,Two Year,Bank Withdrawal,69.7,3686.05,0,5166.34,Stayed
1173-NOEYG,Female,25,93453,35.303926,-120.256567,27,None,Fiber Optic,59,Yes,Month-to-Month,Bank Withdrawal,90.15,2423.4,0,2929.38,Stayed
1173-XZPYF,Female,60,90501,33.833699,-118.314387,11,Offer D,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,89.2,990.3,0,1110.75,Stayed
1174-FGIFN,Female,44,93675,36.719141,-119.202677,28,Offer C,Fiber Optic,19,Yes,One Year,Bank Withdrawal,90.45,2509.25,0,3245.09,Stayed
1177-XZBJL,Male,35,95968,39.435756,-121.552071,53,Offer B,DSL,15,Yes,One Year,Bank Withdrawal,64.15,3491.55,0,5482.76,Stayed
1178-PZGAB,Female,45,92585,33.739412,-117.173334,19,None,,,,One Year,Credit Card,20.25,383.65,0,736.48,Stayed
1179-INLAT,Male,33,95050,37.351214,-121.952417,3,None,,,,One Year,Credit Card,19.45,69.25,0,77.59,Joined
1183-CANVH,Female,55,92027,33.141265,-116.967221,23,Offer D,DSL,18,Yes,One Year,Bank Withdrawal,60,1347.15,0,1379.12,Stayed
1184-PJVDB,Male,38,95601,38.431407,-120.8421,10,None,Fiber Optic,4,Yes,Month-to-Month,Bank Withdrawal,79.95,857.2,0,970.2,Churned
1187-WILMM,Male,39,93247,36.205465,-119.085807,63,None,DSL,29,Yes,Two Year,Credit Card,89.4,5597.65,0,8404.3,Stayed
1193-RTSLK,Female,26,96039,41.831901,-123.487478,38,None,Fiber Optic,48,Yes,Month-to-Month,Credit Card,83.9,3233.6,0,4608.44,Churned
1194-BHJYC,Male,22,93932,35.989792,-121.055933,61,Offer B,DSL,59,Yes,Two Year,Credit Card,62.15,3778.85,0,3778.85,Stayed
1194-HVAIF,Female,21,92624,33.458754,-117.665104,27,Offer C,Fiber Optic,26,Yes,Month-to-Month,Credit Card,95,2462.55,0,2959.89,Stayed
1194-SPVSP,Male,20,95073,37.023669,-121.946461,1,None,,,,Month-to-Month,Bank Withdrawal,19.65,19.65,0,47.53,Joined
1195-OIYEJ,Male,54,91746,34.038983,-117.991372,13,Offer D,Fiber Optic,26,No,Month-to-Month,Bank Withdrawal,91.1,1135.7,80,1286.29,Churned
1196-AMORA,Male,63,93605,37.17277,-119.2997,7,None,Fiber Optic,28,Yes,Month-to-Month,Bank Withdrawal,73.6,520,0,786.49,Churned
1197-BVMVG,Female,65,93626,37.027663,-119.69056,4,None,Fiber Optic,7,Yes,Two Year,Bank Withdrawal,74.45,294.45,0,311.61,Stayed
1200-TUZHR,Female,70,93260,35.861928,-118.636698,8,Offer E,Fiber Optic,29,Yes,Two Year,Bank Withdrawal,85.2,695.75,0,1052.79,Stayed
1202-KKGFU,Female,24,95550,40.7666,-123.80458,12,Offer D,DSL,51,Yes,Month-to-Month,Bank Withdrawal,54.2,690.5,0,978.38,Stayed
1205-WNWPJ,Female,54,96051,40.883853,-122.418258,7,Offer E,DSL,22,Yes,Month-to-Month,Credit Card,59.5,415.95,0,431.63,Churned
1206-EHBDD,Female,56,94572,38.027218,-122.23463,56,Offer B,Fiber Optic,15,Yes,Two Year,Bank Withdrawal,80.3,4513.65,0,4751.09,Stayed
1207-BLKSA,Female,42,94061,37.461251,-122.235414,52,None,,,,Two Year,Credit Card,23.05,1255.1,0,2254.02,Stayed
1208-DNHLN,Male,60,95636,38.636102,-120.522149,23,None,DSL,12,Yes,One Year,Credit Card,48.35,1067.15,0,1200.55,Churned
1208-NBVFH,Male,63,92570,33.787298,-117.320676,20,None,Cable,10,Yes,Month-to-Month,Bank Withdrawal,49.6,939.8,0,1203.4,Stayed
1209-VFFOC,Male,47,94005,37.684694,-122.40712,68,Offer A,DSL,19,Yes,Two Year,Credit Card,56.4,3948.45,0,3948.45,Stayed
1212-GLHMD,Male,54,93660,36.600193,-120.153393,3,Offer E,Fiber Optic,29,Yes,Month-to-Month,Credit Card,86.05,244.85,0,299.63,Joined
1213-NGCUN,Female,49,92111,32.805518,-117.169052,6,Offer E,DSL,22,Yes,Month-to-Month,Bank Withdrawal,49.65,267.35,0,560.69,Churned
1215-EXRMO,Male,32,96048,40.913192,-123.06597,50,None,,,,Two Year,Credit Card,20.55,1067.65,0,3413.15,Stayed
1215-FIGMP,Male,27,90077,34.102084,-118.451629,60,Offer B,Fiber Optic,52,Yes,Month-to-Month,Bank Withdrawal,89.9,5450.7,0,8023.5,Stayed
1215-VFYVK,Female,19,95321,37.902968,-119.667544,4,Offer E,Cable,30,No,Month-to-Month,Mailed Check,48.25,202.25,10,212.25,Stayed
1216-BGTSP,Male,30,92251,32.858595,-115.662709,45,None,Fiber Optic,73,Yes,Month-to-Month,Credit Card,108.45,4964.7,0,5233.35,Stayed
1216-JWVUX,Male,51,93451,35.886767,-120.608661,25,None,Fiber Optic,58,Yes,Month-to-Month,Bank Withdrawal,75.5,1901.05,0,2012.55,Stayed
1217-VASWC,Male,77,93424,35.186644,-120.728305,43,Offer B,Fiber Optic,8,Yes,One Year,Bank Withdrawal,100.55,4304,0,5898.87,Stayed
1218-VKFPE,Female,48,92805,33.830209,-117.906099,12,Offer D,,,,Month-to-Month,Credit Card,19,233.55,0,467.31,Churned
1219-NNDDO,Female,51,90015,34.039224,-118.266293,9,Offer E,Fiber Optic,8,Yes,Month-to-Month,Bank Withdrawal,76.85,663.55,0,1045.24,Stayed
1221-GHZEP,Female,45,92544,33.644585,-116.871544,62,None,DSL,18,Yes,Two Year,Credit Card,65.1,3846.75,0,5283.91,Stayed
1222-KJNZD,Male,61,90274,33.788208,-118.404955,40,Offer B,,,,Month-to-Month,Bank Withdrawal,20.4,745.3,0,820.9,Stayed
1222-LRYKO,Male,21,93260,35.861928,-118.636698,6,Offer E,,,,Month-to-Month,Credit Card,26.35,184.05,0,413.73,Stayed
1223-UNPKS,Male,55,96136,40.345949,-120.081187,20,None,,,,Two Year,Credit Card,20.05,400,0,477.4,Stayed
1226-IENZN,Male,68,90024,34.066303,-118.435479,16,Offer D,Fiber Optic,17,Yes,Month-to-Month,Bank Withdrawal,78.75,1218.25,0,1850.57,Stayed
1226-JZNKR,Female,20,93460,34.630356,-120.032564,8,Offer E,,,,One Year,Bank Withdrawal,19.8,160.05,0,387.01,Stayed
1226-UDFZR,Female,26,94549,37.907777,-122.127161,2,Offer E,Cable,26,Yes,Month-to-Month,Credit Card,49.6,114.7,0,157.26,Churned
1227-UDMZR,Female,53,94536,37.572273,-121.964583,72,None,Cable,26,Yes,Two Year,Bank Withdrawal,91.15,6637.9,0,6850.3,Stayed
1228-FZFRV,Male,37,90007,34.027337,-118.28515,50,None,Fiber Optic,13,Yes,Month-to-Month,Credit Card,105.95,5341.8,0,6385.8,Churned
1228-ZLNBX,Male,25,95230,37.956963,-120.863055,21,None,Fiber Optic,51,Yes,Month-to-Month,Credit Card,75.3,1570.7,0,1639.16,Stayed
1229-RCALF,Female,37,95117,37.311088,-121.961786,64,None,Fiber Optic,29,Yes,One Year,Bank Withdrawal,115,7396.15,0,10368.31,Stayed
1230-QAJDW,Male,32,95568,41.444606,-123.471895,3,None,Cable,27,Yes,Month-to-Month,Credit Card,65.25,209.9,0,337.94,Joined
1231-YNDEK,Male,49,96002,40.527834,-122.318749,58,None,,,,Two Year,Bank Withdrawal,19.15,1035.5,0,2706.78,Stayed
1236-WFCDV,Male,74,94904,37.946617,-122.563571,14,None,Fiber Optic,24,Yes,Month-to-Month,Credit Card,90.45,1266.1,0,1424.44,Churned
1237-WIYYZ,Female,49,90017,34.052842,-118.264495,18,Offer D,,,,Month-to-Month,Credit Card,19.55,389.25,0,581.31,Stayed
1240-HCBOH,Female,45,95492,38.527297,-122.810044,67,None,,,,Two Year,Credit Card,26.1,1759.55,0,4660.65,Stayed
1240-KNSEZ,Male,63,92127,33.017518,-117.118456,1,Offer E,,,,Month-to-Month,Credit Card,20.1,20.1,0,60.93,Churned
1241-EZFMJ,Male,48,91761,34.035602,-117.591528,61,Offer B,,,,Two Year,Bank Withdrawal,25.45,1538.6,0,2241.93,Stayed
1241-FPMOF,Male,31,90740,33.75462,-118.071128,52,None,,,,Two Year,Credit Card,19.65,1025.05,0,2168.01,Stayed
1245-HARPS,Female,46,96114,40.294034,-120.512622,14,None,,,,Two Year,Credit Card,20.4,292.4,0,496.94,Stayed
1247-QBVSH,Female,41,93453,35.303926,-120.256567,43,Offer B,DSL,19,Yes,Month-to-Month,Mailed Check,50.2,2169.4,0,2798.92,Stayed
1248-DYXUB,Male,42,91945,32.733564,-117.033713,52,Offer B,,,,Two Year,Credit Card,24.8,1229.1,0,3326.26,Stayed
1251-KRREG,Male,22,91601,34.1692,-118.372498,2,None,DSL,73,Yes,Month-to-Month,Credit Card,54.4,114.1,0,202.72,Churned
1251-STYSZ,Female,66,95443,39.045246,-122.743181,4,None,Fiber Optic,4,No,One Year,Bank Withdrawal,80.25,303.7,30,368.7,Stayed
1254-IZEYF,Female,74,93615,36.497895,-119.285484,31,None,Fiber Optic,4,Yes,Month-to-Month,Bank Withdrawal,99.95,3186.65,0,4406.81,Churned
1257-SXUXQ,Male,20,95450,38.505995,-123.187019,5,None,,,,Month-to-Month,Credit Card,19.45,86.05,0,126.25,Stayed
1258-YMZNM,Female,70,94037,37.540582,-122.509594,27,Offer C,Fiber Optic,4,Yes,One Year,Bank Withdrawal,110.5,2857.6,0,3823.12,Stayed
1260-TTRXI,Male,64,95365,37.329725,-120.306399,4,Offer E,DSL,19,No,Month-to-Month,Bank Withdrawal,54.3,195.3,80,435.9,Churned
1261-FWTTE,Male,78,90067,34.057496,-118.413959,23,None,Cable,2,Yes,Month-to-Month,Bank Withdrawal,34.65,768.45,0,768.45,Stayed
1262-OPMFY,Female,46,92130,32.957195,-117.202542,9,Offer E,Fiber Optic,25,Yes,Month-to-Month,Bank Withdrawal,75.75,655.9,0,941.65,Churned
1264-BYWMS,Male,40,95329,37.666587,-120.411517,55,Offer B,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,96.8,5283.95,0,7889.85,Churned
1264-FUHCX,Female,51,92106,32.71346,-117.236378,49,Offer B,DSL,21,Yes,One Year,Credit Card,56.3,2780.6,0,2780.6,Stayed
1265-BCFEO,Female,30,94507,37.855717,-121.994813,71,Offer A,Cable,27,Yes,Two Year,Bank Withdrawal,80.45,5662.25,0,7549.43,Stayed
1265-HVPZB,Male,49,91306,34.209532,-118.577563,59,None,DSL,4,Yes,One Year,Credit Card,66.4,3958.2,0,4905.74,Stayed
1265-XTECC,Female,68,93638,37.004068,-119.930027,68,None,Fiber Optic,19,Yes,One Year,Credit Card,96.55,6581.9,0,6716.54,Churned
1265-ZFOSD,Female,33,95979,39.288127,-122.415841,64,None,Cable,4,Yes,Two Year,Mailed Check,81.3,5129.3,0,6170,Stayed
1266-NZYUI,Female,56,93541,37.890145,-119.184087,72,Offer A,DSL,20,Yes,Two Year,Bank Withdrawal,66.85,4758.8,0,5813.6,Stayed
1268-ASBGA,Female,66,90255,33.97803,-118.217141,16,Offer D,Fiber Optic,27,Yes,Month-to-Month,Credit Card,85.35,1375.15,0,1534.03,Churned
1269-FOYWN,Male,23,95559,40.184094,-123.745487,44,None,,,,One Year,Bank Withdrawal,20,860.85,0,2482.69,Stayed
1270-XKUCC,Female,24,92122,32.85723,-117.209774,30,None,,,,Two Year,Credit Card,19.7,599.25,0,934.96,Stayed
1271-SJBGZ,Male,77,94933,38.010092,-122.689442,12,None,DSL,10,Yes,Month-to-Month,Bank Withdrawal,43.65,526.95,0,526.95,Churned
1271-UODNO,Male,60,95118,37.255479,-121.889838,39,None,DSL,16,Yes,Two Year,Credit Card,53.85,2200.7,0,2364.64,Stayed
1272-ILHFG,Male,48,90631,33.940619,-117.9513,15,Offer D,,,,One Year,Credit Card,19.65,332.65,0,591.85,Stayed
1273-MTETI,Female,69,91737,34.245289,-117.642503,4,None,Fiber Optic,4,Yes,Month-to-Month,Bank Withdrawal,88.85,372.45,0,423.89,Churned
1282-IHQAC,Male,68,95250,38.244806,-120.417301,70,Offer A,Cable,13,Yes,One Year,Credit Card,44.05,3011.65,0,3011.65,Stayed
1285-OKIPP,Male,62,91345,34.266389,-118.459744,1,None,Fiber Optic,21,Yes,Month-to-Month,Bank Withdrawal,79.9,79.9,0,103.1,Churned
1291-CUOCY,Male,55,95494,38.888351,-123.239647,72,None,Fiber Optic,18,Yes,Two Year,Credit Card,110.6,7962.2,0,8273.24,Stayed
1293-BSEUN,Female,64,95689,38.481902,-120.603668,72,None,,,,Two Year,Credit Card,20.7,1482.3,0,1979.1,Stayed
1293-HHSHJ,Female,61,91020,34.2112,-118.230625,35,Offer C,,,,One Year,Credit Card,21.1,741,0,1558.72,Stayed
1297-VQDRP,Male,80,92610,33.698728,-117.67768,68,Offer A,Fiber Optic,12,No,One Year,Credit Card,107.15,7379.8,50,9613.28,Stayed
1298-PHBTI,Male,40,90049,34.091829,-118.491244,71,None,Fiber Optic,75,Yes,Two Year,Bank Withdrawal,84.8,6152.4,0,8542.97,Stayed
1299-AURJA,Female,43,95383,38.107441,-120.230625,70,None,,,,Two Year,Bank Withdrawal,24.7,1685.9,0,3809,Stayed
1301-LOPVR,Male,62,91605,34.207295,-118.400022,29,None,DSL,57,Yes,One Year,Credit Card,55.35,1636.95,0,1636.95,Stayed
1302-TPUBN,Male,58,95691,38.627951,-121.593287,66,None,,,,Two Year,Bank Withdrawal,19.35,1240.8,0,2641.98,Stayed
1302-UHBDD,Male,70,92694,33.569186,-117.640055,20,Offer D,Fiber Optic,23,Yes,Two Year,Bank Withdrawal,89.95,1648.45,0,2617.65,Stayed
1303-SRDOK,Female,52,95562,40.485849,-124.163234,55,Offer B,Fiber Optic,17,Yes,Two Year,Credit Card,69.05,3842.6,0,5375.45,Stayed
1304-BCCFO,Male,24,92374,34.064073,-117.166158,9,None,Cable,82,Yes,Month-to-Month,Mailed Check,70.05,564.4,0,698.59,Stayed
1304-NECVQ,Female,69,93066,34.297628,-119.014627,2,Offer E,Fiber Optic,14,Yes,Month-to-Month,Bank Withdrawal,78.55,149.55,0,237.47,Churned
1304-SEGFY,Female,57,91950,32.67102,-117.095235,72,Offer A,Fiber Optic,24,Yes,Two Year,Bank Withdrawal,97.85,6841.3,0,7025.62,Stayed
1306-RPWXZ,Female,60,93250,35.666886,-119.186717,49,None,,,,Two Year,Credit Card,20.45,1024.65,0,2577.95,Stayed
1307-ATKGB,Male,21,95054,37.393554,-121.965114,24,None,Fiber Optic,59,Yes,Month-to-Month,Bank Withdrawal,89.55,2187.15,0,2856.99,Stayed
1307-TVUFB,Male,66,93460,34.630356,-120.032564,42,None,Fiber Optic,19,Yes,One Year,Bank Withdrawal,-5,3344.1,0,3911.52,Stayed
1309-BXVOQ,Male,27,96071,40.656287,-121.428965,21,Offer D,Fiber Optic,59,Yes,Month-to-Month,Bank Withdrawal,106.1,2249.95,0,2708.38,Churned
1309-XGFSN,Male,72,92372,34.459322,-117.629729,52,None,DSL,22,Yes,One Year,Bank Withdrawal,80.85,4079.55,0,4445.63,Stayed
1310-QRITU,Female,40,92347,34.983808,-117.239306,18,None,DSL,20,Yes,Month-to-Month,Bank Withdrawal,50.3,913.3,0,1603.06,Stayed
1319-YLZJG,Male,62,95714,39.197215,-120.83679,12,Offer D,Fiber Optic,7,Yes,Month-to-Month,Bank Withdrawal,84.6,959.9,0,1427.9,Stayed
1320-GVNHT,Male,56,91207,34.182378,-118.262922,72,None,Fiber Optic,30,No,Two Year,Credit Card,108.4,7767.25,30,9804.61,Stayed
1320-HTRDR,Female,30,93224,35.215731,-119.57013,3,Offer E,Fiber Optic,85,Yes,Month-to-Month,Bank Withdrawal,75.5,220.6,0,363.13,Churned
1320-REHCS,Male,75,90301,33.956445,-118.358634,52,None,Fiber Optic,25,Yes,Two Year,Bank Withdrawal,110.75,5832,0,7023.82,Stayed
1322-AGOQM,Male,57,95655,38.549822,-121.266725,46,None,DSL,26,Yes,Month-to-Month,Bank Withdrawal,30.3,1380.1,0,1380.1,Churned
1323-OOEPC,Female,45,93651,37.007238,-119.505661,53,None,Fiber Optic,24,Yes,Month-to-Month,Credit Card,98.4,5149.5,0,7361.72,Churned
1324-NLTJE,Female,73,94608,37.83726,-122.287648,15,Offer D,DSL,19,Yes,Month-to-Month,Credit Card,55,757.1,0,1014.95,Churned
1325-USMEC,Male,58,93553,34.445239,-117.894868,70,Offer A,Fiber Optic,13,Yes,Two Year,Credit Card,99.35,6944.5,0,10304.5,Stayed
1328-EUZHC,Female,59,90746,33.859171,-118.252272,18,None,,,,Two Year,Credit Card,20.1,370.5,0,830.22,Stayed
1329-VHWNP,Female,42,93433,35.120833,-120.61843,7,None,DSL,4,Yes,Month-to-Month,Bank Withdrawal,25.05,189.95,0,189.95,Stayed
1333-PBMXB,Female,40,92703,33.748635,-117.906125,54,None,,,,One Year,Bank Withdrawal,24.75,1342.15,0,2901.13,Stayed
1334-FJSVR,Male,64,93262,36.527243,-118.594938,1,Offer E,DSL,7,Yes,Month-to-Month,Bank Withdrawal,24.25,24.25,0,24.25,Churned
1334-PDUKM,Female,48,92060,33.309852,-116.823091,68,Offer A,Fiber Optic,15,No,One Year,Credit Card,86.45,5762.95,150,6576.63,Stayed
1335-HQMKX,Female,49,90044,33.952714,-118.292061,72,Offer A,Fiber Optic,23,Yes,One Year,Bank Withdrawal,101.35,7323.15,0,10642.35,Stayed
1335-MXCSE,Male,24,92384,35.924252,-116.188668,55,None,DSL,30,Yes,Two Year,Credit Card,55.25,3119.9,0,5683.45,Stayed
1335-NTIUC,Male,61,91331,34.255442,-118.421314,9,None,DSL,7,Yes,Month-to-Month,Bank Withdrawal,24.95,190.25,0,190.25,Stayed
1336-EZFZY,Female,33,96143,39.246654,-120.029273,4,None,,,,Month-to-Month,Credit Card,20.05,83.3,0,186.5,Stayed
1337-BOZWO,Male,25,96015,41.486953,-120.913975,18,None,DSL,59,Yes,One Year,Credit Card,46.4,812.4,0,812.4,Stayed
1338-CECEE,Male,28,95041,37.051166,-122.056194,41,None,DSL,51,Yes,One Year,Bank Withdrawal,68.5,2839.95,0,3358.36,Stayed
1342-JPNKI,Male,33,92630,33.644849,-117.684254,10,Offer D,Fiber Optic,11,Yes,Month-to-Month,Bank Withdrawal,86.05,834.1,0,893.3,Churned
1343-EHPYB,Male,61,92122,32.85723,-117.209774,63,None,Fiber Optic,13,Yes,Month-to-Month,Bank Withdrawal,103.4,6603,0,9686.85,Churned
1345-GKDZZ,Male,20,92507,33.976328,-117.319786,6,None,,,,Month-to-Month,Credit Card,19.55,128.6,0,233.78,Stayed
1345-ZUKID,Male,24,95954,39.933852,-121.584371,14,Offer D,,,,One Year,Mailed Check,19.35,324.8,0,689.08,Stayed
1346-PJWTK,Male,63,92880,33.918043,-117.617809,61,None,Fiber Optic,2,Yes,Month-to-Month,Credit Card,94.15,5731.85,0,6813.38,Stayed
1346-UFHAX,Female,59,95258,38.169605,-121.310964,13,Offer D,Fiber Optic,15,No,Month-to-Month,Credit Card,80,1029.35,0,1467.32,Stayed
1347-KTTTA,Male,22,91351,34.422519,-118.420717,64,Offer B,Fiber Optic,69,Yes,One Year,Credit Card,102.45,6654.1,0,9245.46,Stayed
1349-WXNGG,Male,57,91207,34.182378,-118.262922,1,None,,,,Month-to-Month,Bank Withdrawal,20.05,20.05,0,32.05,Churned
1352-HNSAW,Female,26,92656,33.571259,-117.731917,72,None,Fiber Optic,59,No,Two Year,Bank Withdrawal,115.6,8220.4,140,10858.08,Stayed
1352-VHKAJ,Male,30,94709,37.878554,-122.26609,27,None,Cable,59,No,Month-to-Month,Bank Withdrawal,71.6,1957.1,140,2462.95,Stayed
1353-GHZOS,Male,22,92115,32.762506,-117.07245,22,Offer D,DSL,51,Yes,One Year,Bank Withdrawal,59.75,1374.35,0,1507.01,Stayed
1353-LJWEM,Male,23,96022,40.336392,-122.448533,11,Offer D,DSL,27,Yes,Month-to-Month,Bank Withdrawal,-10,688.5,0,955.62,Stayed
1354-YZFNB,Male,53,95552,40.390301,-123.412327,4,Offer E,,,,Two Year,Credit Card,19.55,68.8,0,185.16,Stayed
1355-KUSBG,Female,56,96028,41.017282,-121.468945,7,Offer E,DSL,28,Yes,Month-to-Month,Bank Withdrawal,48.8,349.8,0,413.5,Stayed
1356-MKYSK,Male,44,94546,37.708327,-122.083473,6,Offer E,DSL,7,No,Month-to-Month,Credit Card,78.65,483.3,10,772.84,Stayed
1357-BIJKI,Male,46,92691,33.611945,-117.665867,50,Offer B,Fiber Optic,16,Yes,One Year,Bank Withdrawal,98.25,4858.7,0,6769.65,Stayed
1357-MVDOZ,Male,25,93622,36.785618,-120.625382,11,Offer D,DSL,47,Yes,Month-to-Month,Bank Withdrawal,59.65,683.25,0,915.79,Stayed
1360-JYXKQ,Female,68,90280,33.944624,-118.192615,54,None,Fiber Optic,17,Yes,One Year,Bank Withdrawal,99.1,5437.1,0,6627.8,Stayed
1360-RCYRT,Male,45,94933,38.010092,-122.689442,23,Offer D,DSL,19,Yes,Month-to-Month,Bank Withdrawal,30.35,678.75,0,678.75,Stayed
1360-XFJMR,Female,50,95986,39.34128,-120.786867,67,None,Fiber Optic,23,Yes,One Year,Credit Card,109.7,7344.45,0,8531.69,Stayed
1363-TXLSL,Male,80,93954,36.125529,-120.864443,1,Offer E,Fiber Optic,27,Yes,Month-to-Month,Bank Withdrawal,70.3,70.3,0,109.4,Churned
1370-GGAWX,Female,55,90211,34.063947,-118.383001,46,None,Fiber Optic,3,Yes,One Year,Bank Withdrawal,94.15,4408.45,0,5934.73,Stayed
1371-DWPAZ,Female,64,95569,40.363446,-123.835041,10,None,DSL,8,Yes,Two Year,Credit Card,56.05,560.5,0,560.5,Stayed
1371-OJCEK,Female,25,96128,40.346634,-120.386422,48,None,,,,One Year,Bank Withdrawal,24.35,1133.7,0,1789.86,Stayed
1371-WEPDS,Male,71,93610,37.100948,-120.270136,40,None,DSL,18,No,One Year,Bank Withdrawal,55.8,2283.3,50,3475.7,Stayed
1373-ORVIZ,Female,62,95351,37.621458,-121.012295,11,Offer D,DSL,12,Yes,Month-to-Month,Bank Withdrawal,66.35,740.8,0,913.39,Churned
1374-DMZUI,Female,65,94583,37.766556,-121.976784,4,Offer E,Fiber Optic,23,Yes,Month-to-Month,Bank Withdrawal,94.3,424.45,0,622.45,Churned
1376-HHBDV,Female,37,90401,34.015481,-118.493231,30,Offer C,DSL,13,Yes,Month-to-Month,Credit Card,48.8,1536.75,0,1858.95,Stayed
1379-FRVEB,Male,31,92401,34.105935,-117.2914,15,Offer D,Fiber Optic,12,Yes,Month-to-Month,Bank Withdrawal,91,1430.05,0,1883.35,Stayed
1383-EZRWL,Female,62,90810,33.819814,-118.222416,7,Offer E,,,,Month-to-Month,Mailed Check,20.05,164.85,0,502.39,Churned
1384-RCUXW,Male,58,96033,40.740138,-122.587476,16,None,Fiber Optic,8,Yes,Month-to-Month,Credit Card,80.55,1248.9,0,1795.78,Stayed
1385-TQOZW,Female,32,95417,39.710591,-123.682799,9,Offer E,,,,Month-to-Month,Credit Card,20.45,147.55,0,561.46,Stayed
1386-ZIKUV,Male,42,95443,39.045246,-122.743181,7,Offer E,,,,Month-to-Month,Credit Card,18.95,130.55,0,362.81,Stayed
1389-CXMLU,Male,65,90242,33.921793,-118.140588,3,Offer E,Fiber Optic,8,Yes,Month-to-Month,Bank Withdrawal,91.05,289.1,0,368.06,Churned
1389-WNUIB,Female,21,92154,32.578103,-117.012975,20,None,Cable,59,No,One Year,Bank Withdrawal,76,1588.75,70,1957.25,Stayed
1391-UBDAR,Male,27,92504,33.9108,-117.398153,11,Offer D,Fiber Optic,76,Yes,Month-to-Month,Bank Withdrawal,72.9,818.45,0,1020.08,Stayed
1393-IMKZG,Female,50,92831,33.879983,-117.895482,1,None,Fiber Optic,14,Yes,Month-to-Month,Bank Withdrawal,95.85,95.85,0,98.55,Joined
1394-SUIUH,Female,70,96067,41.33832,-122.290756,44,None,Fiber Optic,6,Yes,Two Year,Bank Withdrawal,85.15,3670.5,0,5625.86,Stayed
1395-OFUWC,Male,44,90067,34.057496,-118.413959,43,Offer B,Cable,53,Yes,Month-to-Month,Credit Card,29.3,1224.05,0,1224.05,Stayed
1395-WSWXR,Male,40,93283,35.55647,-118.244914,24,None,,,,Two Year,Credit Card,20.75,487.05,0,1627.29,Stayed
1396-QWFBJ,Female,32,92688,33.624654,-117.611733,21,None,Fiber Optic,26,Yes,Month-to-Month,Bank Withdrawal,74.05,1565.7,0,1672.17,Churned
1397-XKKWR,Male,47,95112,37.343827,-121.883119,7,None,DSL,14,Yes,One Year,Credit Card,35.3,264.8,0,264.8,Stayed
1399-OUPJN,Female,43,90706,33.887676,-118.127289,57,None,,,,Two Year,Bank Withdrawal,19.75,1272.05,0,1970.87,Stayed
